,ReplayFingerPrint,TeamName,Team,Battletag
11574,652d6308-957f-b6cd-8480-87059bd11fe4,30 seconds to mosh,0,5
11619,6590b890-68f9-3ff6-4fed-f66a76765cc9,out of pocket,1,5
11656,65c9d4e3-a0c8-f6c2-56e9-a7f67352e580,infernal misfits,0,5
11664,65de7493-4b22-656c-4f40-87510aadd570,out of pocket,1,5
11708,6632be63-73c8-f181-6484-77e57be31f0b,souls in slowmo,0,6
11710,6637d74a-dc81-6306-d16d-dd332d37fd4e,30 seconds to mosh,1,5
11727,6650bf47-133e-0452-a049-6ead7f7798ce,beyonce gnolls,0,5
11760,669c934a-ed97-bda5-0475-df25f7dbe46d,out of pocket,1,5
11779,66be1627-b7d7-b10f-799a-086d7f80ebac,ltk - we hate obj,1,5
11788,66c88bb2-24dd-31cc-1b7f-18e1c28b1ef3,30 seconds to mosh,0,5
11830,6737bfe2-4c46-309b-35b8-6de5871bf057,gold dragons,1,5
11858,676bda3a-8930-c054-e111-4badd564abb5,30 seconds to mosh,0,5
11879,678d515b-c3cf-e497-2779-a95a2d1269c0,30 seconds to mosh,1,5
11888,679bae83-2792-0711-4d0e-cfa62acb553d,souls in slowmo,0,5
11892,67a35152-70a3-0e94-2ff4-19808fffd0a6,ff & the pancakes,0,5
11912,67c4e69e-dbec-c2d6-0012-78e2dbd4ec12,ff & the pancakes,1,5
11914,67cb9536-a1b5-4bd9-0704-ee4821d21a19,30 seconds to mosh,0,5
11936,680b8b0a-e684-4882-6797-2693ecb55f81,30 seconds to mosh,1,5
11942,6816b116-896c-baa3-4256-713346e99664,30 seconds to mosh,1,5
11962,68436607-fa58-a10a-48fe-0391edca5320,ff & the pancakes,0,5
12032,68d01009-7de9-da27-5d5b-f9849a11e610,infernal misfits,0,5
12041,68dea018-0f47-dc72-0700-28d328ffb116,ff & the pancakes,0,5
12067,6933e106-e90c-1ee9-9314-26d5541db699,ff & the pancakes,0,5
12103,698ced14-0937-3776-c03c-18d44ea9bceb,ycmyccastep7:cheeseawakens,1,5
12153,6a092ce5-8cd6-b5ed-129d-70f0d39babd0,out of pocket,0,5
12156,6a105fb7-a5bc-6169-46f6-0fe18e064249,souls in slowmo,1,5
12161,6a1b261e-dda5-c5fa-82c5-5aaa2c6b2d8b,30 seconds to mosh,1,5
12249,6ae704a7-3e41-da8e-169e-91937177544c,ycmyccastep7:cheeseawakens,0,5
12274,6b2a3ad0-cf15-387a-a627-47795d824148,out of pocket,0,5
12275,6b2db652-4307-e0d5-1750-4addd022b9ce,30 seconds to mosh,0,5
12291,6b5d1610-484b-7543-f55f-f8773256944d,30 seconds to mosh,1,5
12321,6bb51aa8-c2a5-0db2-916e-5e9ebc190f45,30 seconds to mosh,1,5
12379,6c557991-4dd3-bfc7-7269-c1195785ea50,30 seconds to mosh,1,5
12407,6c8d885b-ffe9-c6e0-d4a6-47859e108432,30 seconds to mosh,0,5
12416,6ca4db81-4f01-212a-037b-272b30dee54b,ff & the pancakes,0,5
12441,6cc93876-ca6f-1861-9c3a-1438d4686574,ycmyccastep7:cheeseawakens,0,5
12565,6dca1f04-9b15-10d4-981c-39c637e51aa9,30 seconds to mosh,1,5
12661,6eafde7b-1bbc-50ac-6b2f-e7609ee941f2,ff & the pancakes,0,5
12685,6ee53bb0-1547-532b-8a6f-34b331e0743a,gold dragons,0,5
12688,6ee89eb7-eec7-ce4b-9cb8-3c99ce0f45f9,30 seconds to mosh,1,5
12733,6f47a00f-6896-811a-5289-a389b4b9c25c,out of pocket,1,5
12765,6f8ff132-70e0-37a9-c78f-3cb3881ed582,30 seconds to mosh,1,5
12807,6fd92524-4db0-32ce-367b-014db06bc2de,30 seconds to mosh,0,5
12842,70119d29-f446-4c29-8c83-238d9c67eb6c,gold dragons,1,5
12850,702ab473-457c-7fb4-882d-2ed1f70b83d0,30 seconds to mosh,0,5
12859,703dcc82-4c2d-3dfa-6307-b5356af65a5b,ycmyccastep7:cheeseawakens,0,5
12895,7090d3ce-7930-4762-eef3-e2c77a80a521,ff & the pancakes,1,5
12915,70b0eaef-4426-59c8-7923-94fad4209d5a,30 seconds to mosh,0,5
12976,712f650c-8d12-9e70-b8ea-1f23147c0105,30 seconds to mosh,0,5
13025,71a8670a-08a5-009f-0ad1-96828506af51,ff & the pancakes,1,5
13040,71d7bc0e-e9b9-4775-8995-8b62842024d8,souls in slowmo,1,6
13055,71f255c3-b525-db2b-bd20-7452833317b9,30 seconds to mosh,0,5
13056,71f255c3-b525-db2b-bd20-7452833317b9,ycmyccastep7:cheeseawakens,1,5
13076,722b9b51-9cc4-2537-d60f-df181d4dc755,ycmyccastep7:cheeseawakens,1,5
13092,724d9874-e966-2328-a8a7-f76ee44024ff,ff & the pancakes,1,5
13127,729bb6d0-f555-e6f5-35b9-01c9ec570a83,ff & the pancakes,0,5
13180,731b7e1d-e768-eb8e-0af8-c54ff7e37b3e,30 seconds to mosh,0,5
13223,736eb808-6881-ce1d-c7ed-9e4e1f495371,30 seconds to mosh,1,5
13233,7385f868-ab12-cb5d-56b4-ca3eaa992dbf,ff & the pancakes,0,5
13244,7396bda9-2a02-a7b9-a666-fae8c425e730,ff & the pancakes,1,5
13270,73baae41-b545-76b1-d3c4-fb54cd77dd91,infernal misfits,1,5
13289,73e734ba-6f28-082d-14f4-d85d477afcd0,30 seconds to mosh,0,5
13324,743bd8a2-fceb-80dd-54eb-dd107a92e0df,ff & the pancakes,1,5
13363,749617a5-87ea-7bd7-f74b-e6d10faf9969,chogall chocolate factory,0,5
13367,749a6d1a-6491-774a-4758-e04bba4e34e4,30 seconds to mosh,0,5
13432,75310633-4bb1-5604-78c6-d861d229d4ec,ff & the pancakes,1,5
13433,75310633-4bb1-5604-78c6-d861d229d4ec,ltk - we hate obj,0,5
13448,755bb205-d27b-4f1e-f948-737fb8196562,ff & the pancakes,0,5
13451,755f8f71-8d67-fbcf-c47a-0d415592ce09,ff & the pancakes,1,5
13465,757d6465-9564-59f2-1fc5-de3e8205a6b6,ff & the pancakes,1,5
13503,75cd6c8a-6de6-6a3f-11eb-387e57fc6a62,30 seconds to mosh,0,5
13505,75cfe407-5814-7377-0088-6f91957fc1f7,beyonce gnolls,0,5
13506,75cfe407-5814-7377-0088-6f91957fc1f7,out of pocket,1,5
13512,75dd8319-1f9d-2c37-79c9-573db4010b3d,ff & the pancakes,0,5
13530,76033282-867e-2c7d-61c6-d2100a29ab39,ff & the pancakes,0,5
13535,760f905e-e656-82fb-4c21-67ea7ea775f3,ff & the pancakes,1,5
13624,76dac403-e3da-10c3-bce0-d19be03b1203,ff & the pancakes,0,5
13647,771a607a-3cfc-9b88-bfeb-b82bfff271fa,ycmyccastep7:cheeseawakens,0,5
13660,773028e3-ee55-c3ef-19e2-b836b43ca2fb,ff & the pancakes,1,5
13666,7741084f-b06e-624e-3eca-5b9cc3cba282,ff & the pancakes,1,5
13691,77746d9c-2be1-16dd-0327-08e7d70d2269,30 seconds to mosh,1,5
13733,77c95b3f-51c2-efe1-b35b-6d8f0396e21a,30 seconds to mosh,1,5
13775,783aad4d-0905-92cc-bb5c-e48ea1c22a22,ff & the pancakes,1,5
13824,78ae866c-3e14-c3ad-76d1-1fc52cb1df82,30 seconds to mosh,1,5
13868,79190b65-235f-f9f5-7725-53ebc5071207,beyonce gnolls,0,5
13874,7929a029-82aa-ed81-d104-cbb231f190c8,ff & the pancakes,1,5
13989,7a3dca84-4874-14d3-68bb-77bed32abefe,ff & the pancakes,1,5
14027,7aa70933-84dd-c5a1-3f6a-6d1e645f7fd0,ff & the pancakes,1,5
14032,7ab08dc3-b1b8-78c9-075c-46919f9a5884,ff & the pancakes,1,5
14039,7abac9f1-38f9-3ddf-379e-aec2e6cc65bd,ff & the pancakes,0,5
14051,7ae36ae2-9768-f0c2-089d-65da7586d034,ff & the pancakes,0,5
14068,7b0370eb-8aeb-aa6d-3bb9-8008568ca33e,30 seconds to mosh,1,5
14144,7bb547f7-bcf8-0255-c218-bdbd6eb40c6d,out of pocket,1,5
14152,7bd2a00e-06cf-b14f-7bfa-ccc84d02f806,beyonce gnolls,0,5
14232,7c816b81-98df-57a6-1162-acd75fe7544b,30 seconds to mosh,0,5
14240,7c8f47ee-10ac-4309-8e51-b590031311c0,ff & the pancakes,1,5
14306,7d01927f-5bb7-d558-6d49-81beb48d82da,ycmyccastep7:cheeseawakens,0,5
14325,7d1f4b9e-c97a-0280-a0a3-cb3b1aea0bbf,ff & the pancakes,1,5
14443,7e2cdeac-fa82-11ca-505a-b93ffe1127aa,ff & the pancakes,1,5
14503,7eb095cf-0cd5-a9e9-84a7-f9c6dd50d701,ff & the pancakes,1,5
14559,7f2af3fd-2040-c413-2886-ded5f2bb141b,gold dragons,1,5
14626,7faefa1f-4d0e-4397-b577-9d7fcdd55e27,30 seconds to mosh,1,5
14653,7fe4f499-dbc7-a662-fc26-5ba66f912c20,ff & the pancakes,0,5
14760,80cb6c03-015f-5006-b4bc-7df4d953d00c,ff & the pancakes,1,5
14791,81122b44-1939-6de9-f87e-61d1d587afc5,infernal misfits,1,5
14794,811cb05d-3048-1492-b101-2a9fc02d9e7d,30 seconds to mosh,1,5
14795,811d0295-b9ac-d2c5-bb6f-766a3b9f1830,ycmyccastep7:cheeseawakens,0,5
14843,81868ad6-db08-3716-8066-30e53667d98f,ff & the pancakes,0,5
14942,824c067b-d5c2-1d0f-8cd7-c6a21ece8447,out of pocket,1,5
14992,82c08204-5a6f-d11e-fe69-5e40b5fe90ec,out of pocket,0,5
15064,83645105-8193-9c70-80fc-3ad6311e68d4,ff & the pancakes,1,5
15209,8474a56f-4fc8-bb22-1341-aadd805f44e4,ff & the pancakes,0,5
15220,849b3774-0246-47c0-4169-0992604e31f8,smoke,0,5
15257,84e56ee9-3268-a72d-be1a-d8b108c1c20e,out of pocket,0,5
15306,855a76b5-d843-66d3-8658-61744836a514,ff & the pancakes,0,5
15348,85bf25b1-6a74-c416-635d-00863b7aea0f,ff & the pancakes,1,5
15364,85e9bc1f-a8b5-27f9-7507-1fe11e4df769,out of pocket,1,5
15468,86cc9df9-dc59-1faf-babe-4e01baf1f4b2,30 seconds to mosh,0,5
15476,86def25c-2034-17eb-0c58-0c9b3bac4ff6,ff & the pancakes,1,5
15519,8728b54d-ad75-1474-d75d-2b4a3a28cc23,out of pocket,0,5
15628,87f6d4cf-c211-7a20-e649-c8d21775ebc0,ycmyccastep7:cheeseawakens,1,5
15698,88943d1f-9327-b5fb-98e3-ade9e98aaf93,out of pocket,0,5
15769,893f5f00-2cec-9fc6-0af5-81d1a8fa7490,ycmyccastep7:cheeseawakens,1,5
15850,89df1a72-6da8-b0c0-26ab-5911f10ceb6a,ff & the pancakes,1,5
15913,8a773abe-130d-390e-607a-c2cf1340e4ac,30 seconds to mosh,1,5
15916,8a7957ab-56d6-720d-c35a-2c9a17298eee,ff & the pancakes,1,5
15964,8b070c7c-e67e-2b70-f98a-d97cf474ae29,beyonce gnolls,0,5
15966,8b0f6f9a-a1b2-cb0f-696c-556e13263d86,ff & the pancakes,1,5
16039,8bac83a4-3388-18f1-052f-6831a844fd76,ff & the pancakes,1,5
16077,8c04244b-fba8-5b32-4714-dd9f361445a1,30 seconds to mosh,1,5
16126,8c6c6e68-cabe-87eb-78fd-4b293ff42af8,souls in slowmo,0,5
16140,8c85bc21-8a07-307c-0a7f-871b5dce570b,out of pocket,0,5
16177,8cd41266-fcc2-5941-1f62-4ba0e1be6d51,ycmyccastep7:cheeseawakens,1,5
16207,8d144273-b167-09b0-1c9e-f1d494caacaa,30 seconds to mosh,1,5
16369,8e8b9e27-d3e3-b09b-1c78-606c48121228,beyonce gnolls,1,5
16401,8ed8e18d-78f3-d61e-9013-0298e8b254eb,30 seconds to mosh,0,5
16431,8f278887-e6da-a3ab-b76e-7017c6fcfa45,ycmyccastep7:cheeseawakens,0,5
16464,8f66f83e-f8fb-fe26-b77f-bc7b09d4b2ea,30 seconds to mosh,1,5
16555,90355b96-97e9-7f12-003b-acebe020b8f3,30 seconds to mosh,1,5
16665,9141d4e0-8c18-da14-c7fa-c5228209b66b,souls in slowmo,1,6
16721,91d78b0f-75dd-928b-02e5-ba3dd97cc4a9,out of pocket,1,5
16744,9229a1e1-880a-075e-ae55-850b206d3108,gold dragons,1,5
16766,92742ec7-d80e-541b-b171-013587d8269c,ff & the pancakes,1,5
16773,9278d77e-c6a3-f72d-67d5-ac0ec183fac4,ff & the pancakes,0,5
16774,9278d77e-c6a3-f72d-67d5-ac0ec183fac4,ycmyccastep7:cheeseawakens,1,5
16779,9281fd9b-f12f-e54e-e3c8-e26e40f860a5,souls in slowmo,0,5
16784,928a98b7-3369-05f4-7188-a40153d80762,ff & the pancakes,1,5
16911,93ace8c3-6107-eca3-c2ea-3435b1e78cfd,ycmyccastep7:cheeseawakens,0,5
16924,93dec487-31fb-f21f-bf26-332cbdeaf405,30 seconds to mosh,1,5
16936,93f5a654-68b3-5a64-4d43-b9a671c27f33,ycmyccastep7:cheeseawakens,1,5
16955,94182436-8b0d-4e9f-bdb3-c5fb96fb9118,ff & the pancakes,0,5
17046,9516b812-6230-8f50-cd79-d758a05c1d79,ycmyccastep7:cheeseawakens,1,5
17054,9521fef7-8946-2157-b007-672d834df15e,ff & the pancakes,0,5
17061,953aa5cd-e53d-f612-7f67-c469ac9bedac,out of pocket,0,5
17099,9590afa9-28a1-79c8-f050-c45fe0fe7c84,ff & the pancakes,0,5
17204,96955950-940a-672a-5d01-427e47d9b9ac,ycmyccastep7:cheeseawakens,1,5
17210,96ad5c83-ed64-46a1-9e5e-e1b3dcb4e1d7,30 seconds to mosh,0,5
17212,96af13a2-e620-ef0b-e2b0-ef6b7540923f,ff & the pancakes,0,5
17242,96f59321-4b60-edfa-c09c-9033c55a0ac5,ff & the pancakes,0,5
17289,97563524-96ee-b4b3-96a5-ef196304a159,ff & the pancakes,0,5
17346,97e2c76b-6672-5055-cb71-3d25db2d516e,ff & the pancakes,0,5
17385,9843852a-77ce-3f12-f710-10a6eb278e74,30 seconds to mosh,1,5
17433,989dd50f-6576-4b9e-17f3-a0d7ea5ac4df,smoke,0,5
17434,989dd50f-6576-4b9e-17f3-a0d7ea5ac4df,souls in slowmo,1,5
17525,9957990e-a136-2317-7b32-be54364c2621,chogall chocolate factory,1,5
17526,9957990e-a136-2317-7b32-be54364c2621,infernal misfits,0,5
17557,99acb1ec-c162-e072-5529-b8417bc3f048,ff & the pancakes,1,5
17558,99acb1ec-c162-e072-5529-b8417bc3f048,gold dragons,0,5
17571,99ce3f5c-3440-b1db-7729-913f9ea63c51,ff & the pancakes,0,5
17572,99ce3f5c-3440-b1db-7729-913f9ea63c51,ycmyccastep7:cheeseawakens,1,5
17575,99d0280f-41a1-4db1-dc7a-9f92e7fa060c,30 seconds to mosh,1,5
17618,9a257385-646d-399d-c507-38831469d703,ycmyccastep7:cheeseawakens,1,5
17646,9a58d3b1-895c-8c0c-9bab-24326585dfd1,ff & the pancakes,0,5
17654,9a67d655-1679-6616-cbd3-cd6d27eef5fd,ff & the pancakes,1,5
17672,9a977582-49e7-eeea-da2e-5cbf0144da69,ff & the pancakes,1,5
17676,9aa2e078-b999-7d62-bee3-219e989a99ed,ycmyccastep7:cheeseawakens,1,5
17686,9ab40d99-d611-06b4-883c-20cc83ea02b0,30 seconds to mosh,0,5
17762,9b62fb68-e462-cc5e-048e-c132b4201d97,ff & the pancakes,0,5
17764,9b669609-9e50-ded9-360f-f5f368643ace,30 seconds to mosh,0,5
17804,9bd9b9f7-b607-ab1b-3360-256a68b8de82,ff & the pancakes,1,5
17820,9c0ec1f1-d0a9-2209-cc2d-74c05ee36bcd,ycmyccastep7:cheeseawakens,0,5
17874,9c6f1bbf-057d-b111-3a3c-abfeedf8600f,bunker fun time academy,1,5
17938,9cf3c84b-bb93-e7e8-5db2-c2fd3858d76c,beyonce gnolls,1,5
17952,9d096dfc-b19f-bf50-28d9-2fcefd43898e,out of pocket,0,5
17966,9d2f229d-7bd1-77e5-5daf-3956994973b8,ycmyccastep7:cheeseawakens,1,5
18015,9d914337-37d2-9a5a-3fc3-3d9376b68efb,30 seconds to mosh,0,5
18033,9db125a2-a2a4-86ae-baae-63fa3b21c698,chogall chocolate factory,1,5
18066,9df1b0ae-5dd7-82cc-bb78-160a308aca64,ff & the pancakes,1,5
18076,9e082872-4325-e692-9c9c-1dd865f386a2,30 seconds to mosh,1,5
18104,9e439fff-fe7f-91e9-2f63-9c2f3142ad91,ff & the pancakes,1,5
18110,9e54d85c-86a2-f252-0b0e-130715f644b9,ycmyccastep7:cheeseawakens,1,5
18142,9e9d7976-9078-d297-ba0b-e2f257c1e44b,out of pocket,1,5
18174,9edf1b46-1236-8289-3b51-6c9deefdb978,ff & the pancakes,0,5
18191,9f02a536-6050-1b94-071e-7dd05ccd8d95,30 seconds to mosh,0,5
18220,9f4494b7-50fd-e58e-75f1-f08c306a8e82,out of pocket,1,5
18255,9f923a98-1451-2835-2fde-030759f30311,ff & the pancakes,1,5
18367,a08a6bdd-e120-ece2-fc51-69e720f1e016,ycmyccastep7:cheeseawakens,0,5
18406,a0d7779b-e614-91f7-78a6-9575fd2c0941,30 seconds to mosh,0,5
18407,a0d81903-dd44-8a31-68b1-829b1551d296,ycmyccastep7:cheeseawakens,0,5
18409,a0db78e1-6d47-5495-7dd0-3403c847a7f0,ff & the pancakes,0,5
18455,a13c38c0-20c4-493d-56c0-73a55337d83d,ff & the pancakes,0,5
18476,a1577d50-8662-d9e1-11ef-695453d65811,ff & the pancakes,1,5
18481,a15b17bf-95b0-c6fa-98e0-93466bffc595,infernal misfits,1,5
18498,a1735e44-80be-fc95-c8b0-a410a51d1a83,ff & the pancakes,0,5
18559,a1fe354e-558e-1247-a9d4-4694fb485659,30 seconds to mosh,1,5
18629,a2a346bf-6968-8f8f-54a1-43c6046e2aec,out of pocket,0,5
18648,a2c1b9f3-e3f3-479e-f9ad-6b83493d2b11,ff & the pancakes,0,5
18696,a33980d4-c7a0-5341-5cc5-73f380fbfde7,chogall chocolate factory,1,5
18697,a33aa999-e7f2-0df4-d607-73d3dc47acc0,ff & the pancakes,1,5
18698,a33aa999-e7f2-0df4-d607-73d3dc47acc0,ltk - we hate obj,0,5
18701,a3428d88-ba50-661c-fcea-248a13e31c6b,ff & the pancakes,1,5
18819,a43042a4-0627-2d50-a47c-74bcbae77bb4,out of pocket,0,5
18832,a4460535-363a-e6a6-8f13-ab0288c60678,ff & the pancakes,1,5
18847,a47157c4-4c0d-ac77-b4f3-5037130c500c,out of pocket,0,5
18863,a4a07496-4ea8-c9d7-d7d0-af5a8d00aa63,ff & the pancakes,1,5
18865,a4a1bb59-61af-ddf2-3e22-ceedfddacc75,30 seconds to mosh,1,5
18940,a5660765-a4f2-3ae6-22d8-861c5217d8b8,30 seconds to mosh,1,5
18983,a5ca1681-038b-5e49-0d11-4a8355fcf37f,30 seconds to mosh,1,5
19068,a68fa166-6ba7-6057-d3f8-671210101a1c,out of pocket,1,5
19070,a693be47-b172-dfe4-cd89-8ca52e4c23a9,ff & the pancakes,1,5
19091,a6d08c07-42c7-4ec2-1534-10a6b9350ed8,out of pocket,0,5
19092,a6d17c91-5afa-7209-f8a7-08da5dfbf6a3,30 seconds to mosh,1,5
19103,a6eeacda-a48d-61d5-900d-a0cc0e8d72f9,30 seconds to mosh,1,5
19137,a735a2d7-9c85-a9ac-19e8-b5f71476521c,ff & the pancakes,0,5
19210,a7cb6b7d-a47c-bd84-b906-30c6e78164cc,gold dragons,0,5
19285,a88c1e0e-0b18-c2e1-b1a8-cc4b6f51cdf6,ff & the pancakes,0,5
19335,a91a77f2-4e59-64ed-2476-3ee03fea8d1e,ff & the pancakes,1,5
19338,a92675b8-6ce1-9620-4d55-9fe98be15571,30 seconds to mosh,0,5
19367,a95ff1bc-9e30-6da1-947a-9ebdce590077,ff & the pancakes,1,5
19374,a972d5c0-e630-46a4-cf90-1423832c8e66,ff & the pancakes,1,5
19420,a9cd1980-49e8-d819-5730-731a33a06f77,beyonce gnolls,1,5
19450,aa0a4ce1-465c-baba-74fe-03375b070c65,ff & the pancakes,1,5
19451,aa0aa27c-f0ef-2223-a13d-ff6cc9f61e61,ff & the pancakes,1,5
19555,aad5b367-4924-5590-3b7a-b07e65bd1991,gold dragons,0,5
19582,ab13dd7d-5c8b-7426-5d6a-5444715ea847,ff & the pancakes,0,5
19585,ab19c77f-6c33-dffb-e310-adaa0e51680c,30 seconds to mosh,0,5
19599,ab2cf66b-64e6-dd37-442d-008dcda6c1c2,ff & the pancakes,1,5
19628,ab73cf61-dfb3-e1dc-0518-2c8e9ed5da4e,30 seconds to mosh,0,5
19656,abbb4693-964a-358a-9324-eca18eeb4beb,out of pocket,1,5
19748,acad1fb5-78fe-ec80-fc6e-f5eceaee3f6b,ff & the pancakes,0,5
19757,acc4eafa-0ae3-60bc-dbf7-02ec43ff4bce,30 seconds to mosh,0,5
19806,ad2544a8-1f88-8fb3-40c5-aa6d0edf5f0c,30 seconds to mosh,1,5
19823,ad50bad1-c184-d792-2553-3b0b269e94e8,ff & the pancakes,0,5
19847,ad805fb1-2aae-f7c6-5b75-9ec04cf3c300,ff & the pancakes,1,5
19853,ad918694-a51c-f0d0-90ee-5824e6f2973a,30 seconds to mosh,0,5
19877,ade2fe65-8f0d-78a1-c82f-6450cd2f7543,ycmyccastep7:cheeseawakens,0,5
19940,ae66c675-d956-8230-5081-01cd38afdb04,30 seconds to mosh,1,5
19963,ae97e5b9-45a2-3a13-eb09-e38fdd28adb8,out of pocket,0,5
19964,ae97e5b9-45a2-3a13-eb09-e38fdd28adb8,souls in slowmo,1,6
19988,aecf278c-05cb-1838-ec99-229af9e9f12f,ff & the pancakes,1,5
20005,aef551cb-b2e3-f648-6ab8-2537c32167dd,ff & the pancakes,1,5
20042,af31b390-99b6-264a-0b59-65cee8e05403,ff & the pancakes,1,5
20061,af51f2e0-42ad-30ed-2329-c431c1492c22,ff & the pancakes,1,5
20102,af979b84-e6a9-f158-1e1b-cbdb9f3cded5,ff & the pancakes,1,5
20124,afbc233d-4749-ab43-f315-229978eeb81b,out of pocket,0,5
20138,afdaba0b-7eeb-ed78-eece-33501dd6bdb2,ff & the pancakes,1,5
20187,b0257596-c97d-b587-a14a-954e0e7ab833,ff & the pancakes,0,5
20214,b0603653-6ad3-eec5-e357-b9f824d4c8e2,ycmyccastep7:cheeseawakens,1,5
20410,b1f3515a-6381-62be-e0af-5f78616424f5,30 seconds to mosh,0,5
20413,b1f90333-a27d-8e69-1e4b-8f4e9f045354,30 seconds to mosh,1,5
20415,b1fb6e79-d389-5003-3980-28c35e50f516,ff & the pancakes,0,5
20423,b206e2e4-5970-de83-415a-9a4008714bf9,out of pocket,0,5
20510,b2b41d47-cd04-d69f-1e0f-23db72590ed8,out of pocket,0,5
20512,b2bf3ca1-9be0-b837-4a74-af1ab60849a5,ff & the pancakes,0,5
20519,b2c848c8-e6b5-9550-0504-9f17d3bd1602,30 seconds to mosh,1,5
20535,b2e9461d-7299-f918-1ee2-76a5373f566e,out of pocket,1,5
20544,b2fee3db-5675-3ada-1a80-55d5848d7885,ff & the pancakes,1,5
20584,b36a32d3-add4-e950-f13c-7d3ba5debf83,30 seconds to mosh,1,5
20589,b375e981-5a44-164f-588c-b13db49092f4,ff & the pancakes,1,5
20744,b4e28fe6-21c7-c06b-1f02-09bd4ca68825,beyonce gnolls,1,5
20745,b4e28fe6-21c7-c06b-1f02-09bd4ca68825,ycmyccastep7:cheeseawakens,0,5
20746,b4e2e294-9aaa-e5cc-4162-852e02862679,ff & the pancakes,0,5
20791,b522a020-1e78-b1b5-1114-8881a30343f1,ycmyccastep7:cheeseawakens,0,5
20794,b52af05f-6ed8-5e5d-4dbe-db5d76d44f1c,gold dragons,1,5
20860,b5cb502d-4d6b-634f-8606-942df43c892f,ff & the pancakes,1,5
20957,b69be7c0-9172-3f1a-e8ad-49f3b44de36b,ycmyccastep7:cheeseawakens,1,5
20967,b6a983b9-fc09-4a05-e9ed-a1d18ec0e3bc,ff & the pancakes,0,5
21024,b73aeea6-cd7a-308c-1f0a-c9943d4c4477,30 seconds to mosh,1,5
21031,b746b4e0-533e-65aa-4e24-fb1893d3db5a,ycmyccastep7:cheeseawakens,0,5
21037,b75edc5a-3274-ade7-eaaf-3736d9357967,ff & the pancakes,1,5
21044,b77422f3-4b36-b874-2df2-2294c669d9b6,beyonce gnolls,0,5
21078,b7befde4-d571-9216-a775-ef26f8bbaade,ff & the pancakes,1,5
21104,b809a92d-0c52-5f4f-2aa2-d8c74d0208ca,out of pocket,1,5
21152,b881d9d5-a4ab-687f-14bd-29f68edb203c,30 seconds to mosh,1,5
21164,b8a2bb9d-edac-9edf-19ad-7979802411e5,infernal misfits,0,5
21170,b8b38570-46f8-146f-86e6-fce4efb69e5f,ff & the pancakes,0,5
21191,b8d4e928-376a-44ed-6201-6920093dd7c2,ff & the pancakes,1,5
21291,b9b6386c-f7f9-5ab7-7e25-599ff03949d7,infernal misfits,0,5
21358,ba4fba6f-be7a-88f2-dbbd-d9af1307fdf9,ff & the pancakes,1,5
21468,bb356919-78e2-d385-4a94-f1a62e06de78,30 seconds to mosh,1,5
21567,bc113a29-a850-2e54-ff27-7f781884e8eb,ff & the pancakes,0,5
21621,bc8ad4ca-ad31-4f46-af05-d75e0cefffe3,ff & the pancakes,0,5
21630,bc9ec350-aa07-ee06-26ff-47fd05e55305,ff & the pancakes,1,5
21644,bcb47b65-0657-6092-ccca-a89142aba13b,ff & the pancakes,1,5
21661,bcd8ec2e-ca9a-1df9-dde5-3eaa66366a49,30 seconds to mosh,0,5
21744,bd9f042b-e7da-bf02-d003-67b67edbbf13,30 seconds to mosh,0,5
21775,bddf8cce-1e82-9356-f56c-433fbcac4436,30 seconds to mosh,0,5
21895,bef774a6-24b8-f47a-7e3e-b616783d0cc7,30 seconds to mosh,1,5
21896,bef774a6-24b8-f47a-7e3e-b616783d0cc7,ff & the pancakes,0,5
21897,bef7c172-dc06-d2f9-4ab6-609e452f0744,ycmyccastep7:cheeseawakens,0,5
21979,bfba71d6-803d-f1e5-b325-5e9c5809613e,ycmyccastep7:cheeseawakens,1,5
21981,bfbd0f4c-36e0-857f-068b-c2a7e55771ca,ff & the pancakes,0,5
22060,c061b88b-49c2-45b0-8415-55d5d75c5756,30 seconds to mosh,0,5
22121,c13471c1-3fc0-99a6-17e1-8601c600c254,ycmyccastep7:cheeseawakens,1,5
22130,c149a6ba-95bf-ee19-72a9-20164bb8eddf,ff & the pancakes,0,5
22132,c14c9187-daac-d3f0-fd25-0a03edd40d4b,ff & the pancakes,1,5
22169,c1a3344c-b59e-325d-facc-9e812e9668be,beyonce gnolls,1,5
22186,c1c16d96-9b92-c0ce-9502-7240fc625a4d,30 seconds to mosh,1,5
22271,c259af39-84c3-8381-df2a-05325be4c42d,30 seconds to mosh,0,5
22272,c259b6e0-446f-4e9c-4a5a-c8fffe8a815d,30 seconds to mosh,1,5
22352,c2f98a32-4782-6348-bc62-29af94eb4711,out of pocket,0,5
22360,c30405f8-cf28-c16f-0154-0602fda73640,ff & the pancakes,0,5
22364,c31746e0-68a6-181a-539d-30b182778472,30 seconds to mosh,1,5
22371,c322a0fe-99c9-dd21-cb62-25705bd564a5,infernal misfits,0,5
22498,c436719e-f01f-0be2-4a5c-fdfef0bbef71,ff & the pancakes,1,5
22640,c58ba716-8d39-913c-8f3e-c96f236f801e,ycmyccastep7:cheeseawakens,0,5
22644,c59a4869-731e-7c9c-482e-f1e5350c372a,ff & the pancakes,1,5
22740,c68e6a36-80e6-1909-3528-d5d6c7268089,ff & the pancakes,1,5
22886,c7d8de73-693a-d714-615d-4967d7955224,30 seconds to mosh,0,5
